TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,Cluster
22.54,Debit,El Paso,Online,26.0,Engineer,42.00000000000001,7139.11,1
767.14,Credit,Mesa,Branch,62.0,Retired,37.99999999999999,4732.57,0
167.47,Debit,Sacramento,ATM,35.0,Engineer,103.0,2293.13,0
43.65,Credit,Charlotte,Branch,30.0,Engineer,212.0,2870.67,1
391.08,Debit,Fresno,Online,56.0,Retired,105.0,6885.16,1
390.77,Debit,Portland,Online,44.0,Doctor,34.0,5500.56,0
508.16,Debit,Mesa,ATM,39.0,Engineer,131.0,5609.44,0
36.76,Credit,Philadelphia,Online,65.0,Retired,107.99999999999999,1228.93,0
332.33,Debit,Kansas City,ATM,27.0,Student,101.0,192.63,1
362.09,Debit,New York,Branch,32.0,Engineer,30.999999999999996,6590.28,0
42.58,Debit,San Jose,Online,30.0,Doctor,80.0,13485.0,0
122.35,Credit,Atlanta,Branch,53.0,Retired,188.0,6472.5,1
248.66,Debit,Chicago,Online,28.0,Engineer,113.0,2571.39,1
461.25,Credit,Sacramento,Online,54.0,Doctor,171.0,676.0999999999999,0
61.77,Debit,Charlotte,Branch,56.0,Doctor,49.0,12352.2,1
268.92,Debit,Chicago,Branch,29.0,Engineer,148.0,8765.38,1
303.97,Debit,Fort Worth,Online,24.0,Student,77.0,1590.88,1
219.02,Credit,San Diego,Online,54.0,Engineer,68.00000000000001,7375.73,0
125.13999999999999,Debit,Baltimore,Branch,20.0,Student,30.999999999999996,1845.18,1
47.6,Debit,Austin,Online,53.0,Engineer,115.0,1382.51,1
592.82,Debit,Memphis,Online,74.0,Retired,247.99999999999997,7508.98,0
372.5,Debit,Nashville,ATM,22.0,Student,211.0,3901.82,0
4.72,Debit,Fort Worth,Branch,32.0,Engineer,20.0,4792.01,1
144.93,Debit,Fresno,Branch,42.0,Engineer,74.0,6887.52,1
316.56,Debit,Denver,Online,28.0,Engineer,261.0,8643.51,1
9.18,Debit,San Francisco,Online,22.0,Student,140.0,887.3199999999999,0
421.25,Debit,Fort Worth,Online,25.0,Student,66.0,7174.69,1
185.71,Debit,Virginia Beach,Branch,48.0,Engineer,194.0,2679.91,0
913.49125,Debit,Louisville,Branch,60.0,Retired,138.0,4315.07,1
26.27,Credit,Portland,Online,45.0,Engineer,177.0,8853.93,0
297.03,Debit,Austin,Online,61.0,Retired,151.0,1088.62,1
341.67,Debit,Omaha,Branch,53.0,Retired,96.0,1442.29,0
99.52,Debit,San Diego,ATM,52.0,Engineer,127.0,3798.0900000000006,0
881.1,Debit,Phoenix,Branch,28.0,Student,16.0,9951.68,0
139.69,Debit,Indianapolis,Online,52.0,Engineer,180.0,9567.94,1
42.72,Debit,Nashville,ATM,37.0,Engineer,143.0,2669.66,0
112.72,Debit,Washington,Branch,31.0,Doctor,17.0,9630.0,0
568.88,Debit,Nashville,Branch,19.0,Student,105.0,1307.86,0
189.03,Debit,Oklahoma City,ATM,28.0,Student,50.00000000000001,1916.46,0
199.8,Debit,Detroit,ATM,20.0,Student,163.0,167.28,1
189.08,Debit,Miami,Branch,68.0,Doctor,238.0,10790.8,0
913.49125,Debit,Memphis,Branch,31.0,Engineer,135.0,9977.49,0
409.59,Debit,Albuquerque,Online,35.0,Doctor,50.00000000000001,14563.02,1
349.34,Credit,Indianapolis,ATM,28.0,Student,245.0,614.1399999999999,1
283.15,Debit,Baltimore,Online,24.0,Student,180.0,603.79,1
151.82,Debit,Chicago,ATM,51.0,Retired,105.0,2197.12,1
438.59,Debit,San Jose,Online,37.0,Engineer,103.0,8994.39,0
590.57,Debit,Milwaukee,ATM,79.0,Retired,93.0,3224.6,0
63.74,Debit,Chicago,Online,63.0,Retired,30.999999999999996,4336.4,1
77.02,Credit,Miami,Online,59.0,Doctor,132.0,800.8299999999999,0
501.15,Debit,Phoenix,Branch,47.0,Engineer,208.0,8821.84,0
913.49125,Debit,Kansas City,ATM,64.0,Retired,75.0,3173.17,1
8.95,Debit,Oklahoma City,Online,76.0,Retired,102.0,3299.84,0
173.6,Debit,Austin,Online,21.0,Student,160.0,421.44,1
149.4,Debit,Chicago,ATM,53.0,Retired,123.0,1035.22,1
388.21,Credit,Columbus,Branch,53.0,Doctor,237.0,9724.49,1
484.3,Credit,Boston,Online,61.0,Retired,230.0,7910.300000000001,1
126.04,Credit,Charlotte,Branch,65.0,Retired,167.0,6041.69,1
52.04,Credit,Colorado Springs,Branch,50.0,Doctor,30.999999999999996,8436.12,1
389.7,Credit,Austin,Branch,62.0,Doctor,215.99999999999997,7125.15,1
161.1,Credit,Miami,ATM,19.0,Student,104.0,239.11999999999998,0
309.77,Credit,San Antonio,Online,67.0,Retired,137.0,4378.14,0
838.57,Debit,Phoenix,ATM,41.0,Doctor,273.0,14576.47,0
202.55,Debit,Dallas,ATM,21.0,Student,34.0,701.7299999999999,1
724.18,Debit,Fort Worth,Branch,41.0,Doctor,134.0,10922.78,1
124.98000000000002,Debit,Washington,ATM,24.0,Student,78.0,641.9999999999999,0
487.31999999999994,Debit,Kansas City,Branch,52.0,Doctor,164.0,7707.959999999999,1
635.91,Credit,Jacksonville,Branch,46.0,Doctor,78.0,13267.09,1
205.65,Debit,Houston,Branch,62.0,Retired,144.0,3582.16,1
39.41,Debit,Louisville,Branch,25.0,Student,132.0,921.91,1
254.00000000000003,Debit,Nashville,Branch,35.0,Doctor,63.0,5788.53,0
436.8,Debit,Houston,Branch,36.0,Engineer,213.0,4515.43,1
224.73,Debit,Miami,Branch,76.0,Retired,63.0,7551.890000000001,0
752.69,Credit,Dallas,ATM,65.0,Doctor,115.0,14489.69,1
78.5,Credit,San Jose,Branch,31.0,Doctor,41.0,13991.5,0
50.0,Credit,Jacksonville,ATM,53.0,Doctor,87.0,185.87,1
132.42,Debit,Denver,ATM,18.0,Student,164.0,726.3899999999999,1
11.67,Debit,Fort Worth,Branch,76.0,Retired,105.0,7458.629999999999,1
83.16,Debit,Los Angeles,ATM,61.0,Retired,177.0,3065.87,1
149.02,Credit,Fort Worth,Branch,46.0,Engineer,176.0,9379.72,1
74.27,Credit,Memphis,Online,59.0,Doctor,148.0,13696.61,0
876.57,Credit,Portland,ATM,62.0,Retired,118.0,3743.6300000000006,0
615.58,Debit,Jacksonville,ATM,42.0,Doctor,133.0,14343.0,1
643.03,Credit,Jacksonville,Online,36.0,Engineer,52.00000000000001,2882.16,1
7.95,Debit,Phoenix,ATM,79.0,Retired,65.0,5631.2,0
270.92,Credit,Louisville,Branch,77.0,Retired,143.0,4574.43,1
499.47999999999996,Debit,Charlotte,ATM,24.0,Student,133.0,1242.62,1
841.5,Credit,Atlanta,Branch,25.0,Student,287.0,352.31,1
138.82,Debit,Fort Worth,Online,77.0,Retired,53.00000000000001,3100.22,1
231.46,Credit,Miami,Branch,60.0,Engineer,83.0,4707.24,0
292.08,Debit,Columbus,ATM,72.0,Retired,32.0,7950.48,1
63.97999999999999,Debit,Baltimore,Online,54.0,Doctor,258.0,7954.12,1
235.21,Debit,Boston,Branch,67.0,Doctor,74.0,5946.61,1
201.73,Debit,Baltimore,Online,57.0,Engineer,78.0,6650.71,1
161.31,Debit,Nashville,ATM,28.0,Student,13.0,1268.67,0
18.41,Debit,Atlanta,Branch,53.0,Doctor,168.00000000000003,8287.54,1
471.75,Credit,San Jose,Branch,34.0,Doctor,41.0,12948.5,0
290.02,Debit,Milwaukee,Branch,55.0,Engineer,246.0,4746.71,0
48.05,Debit,New York,Branch,27.0,Engineer,37.99999999999999,5334.97,0
359.42,Debit,Baltimore,Branch,55.0,Doctor,30.0,1765.45,1
32.91,Debit,Fort Worth,Online,19.0,Student,255.0,427.3,1
3.8000000000000003,Debit,Denver,Branch,67.0,Retired,140.0,6285.39,1
31.81,Debit,Fort Worth,Online,51.0,Retired,149.0,1406.6,1
220.2,Debit,Boston,Online,28.0,Student,102.0,1075.15,1
476.03,Credit,Houston,Branch,77.0,Retired,99.0,5958.34,1
141.91,Debit,Miami,Branch,23.0,Student,49.0,791.9699999999999,0
95.83,Debit,Washington,Online,27.0,Student,91.0,1726.4,0
51.15,Credit,Los Angeles,Branch,46.0,Engineer,199.0,8992.25,1
913.49125,Credit,Jacksonville,Branch,60.0,Retired,103.0,7816.410000000001,1
50.75,Debit,Boston,ATM,62.0,Doctor,185.0,8271.47,1
185.07,Debit,Colorado Springs,Branch,22.0,Student,159.0,636.42,1
293.54,Debit,Sacramento,Online,40.0,Engineer,45.0,2290.1,0
23.38,Debit,Memphis,Branch,32.0,Engineer,89.0,9968.49,0
285.26,Debit,Atlanta,ATM,28.0,Student,93.0,167.72,1
129.48,Debit,Seattle,ATM,31.0,Engineer,179.0,7581.7,0
743.03,Debit,New York,ATM,50.0,Engineer,174.0,4111.38,0
297.86,Credit,Milwaukee,ATM,28.0,Student,96.0,1680.14,0
231.92,Debit,Indianapolis,ATM,66.0,Doctor,12.0,5715.08,1
295.82,Credit,Chicago,Branch,47.0,Engineer,45.99999999999999,5897.73,1
302.86,Debit,Los Angeles,Online,55.0,Doctor,275.0,5239.24,1
81.08,Debit,Omaha,ATM,58.0,Engineer,56.0,7788.910000000001,0
775.6,Credit,Mesa,Branch,79.0,Retired,158.0,3898.6400000000003,0
178.43,Debit,Baltimore,Branch,26.0,Student,136.0,1214.93,1
211.91,Debit,Indianapolis,Online,20.0,Student,181.0,927.4699999999999,1
17.21,Debit,Omaha,Online,23.0,Student,219.0,914.16,0
124.22,Debit,Charlotte,ATM,23.0,Student,172.0,9695.04,1
38.37,Debit,San Antonio,ATM,63.0,Doctor,135.0,8647.04,0
269.79,Debit,San Jose,ATM,52.0,Engineer,17.0,1292.1,0
605.42,Debit,Mesa,ATM,21.0,Student,33.0,392.34,0
11.19,Debit,Austin,ATM,60.0,Engineer,40.0,9877.17,1
29.190000000000005,Credit,Nashville,Branch,58.0,Doctor,41.0,12059.85,0
701.7,Credit,Seattle,Online,61.0,Retired,64.0,6643.24,0
862.34,Debit,Kansas City,Branch,57.0,Doctor,72.0,9903.48,1
410.97,Debit,Los Angeles,ATM,22.0,Student,45.0,151.42,1
36.97,Debit,Virginia Beach,Branch,41.0,Engineer,79.0,2850.92,0
137.59,Debit,Nashville,ATM,30.0,Doctor,95.0,10679.67,0
168.11,Credit,New York,Online,51.0,Doctor,12.0,10652.13,0
430.98,Debit,Baltimore,Branch,24.0,Student,93.0,569.25,1
13.87,Debit,Phoenix,Branch,24.0,Student,20.0,954.83,0
642.68,Debit,Jacksonville,ATM,76.0,Retired,66.0,1831.2,1
175.07,Debit,Las Vegas,Online,28.0,Engineer,169.0,9274.64,1
302.82,Debit,Jacksonville,ATM,36.0,Engineer,175.0,9384.54,1
913.49125,Debit,Louisville,ATM,67.0,Retired,52.00000000000001,1483.84,1
406.81,Debit,New York,Online,66.0,Retired,84.00000000000001,1968.3600000000001,0
256.3,Debit,New York,Online,53.0,Retired,172.0,4203.05,0
80.96,Credit,Jacksonville,Online,19.0,Student,97.0,959.9399999999999,1
95.78,Debit,Atlanta,Online,22.0,Student,26.999999999999996,271.64,1
379.54,Credit,Indianapolis,Branch,41.0,Doctor,118.0,12571.76,1
903.19,Debit,El Paso,Online,22.0,Student,65.0,8627.08,1
142.19,Debit,Houston,Branch,18.0,Student,26.999999999999996,524.46,1
847.45,Debit,Jacksonville,Branch,28.0,Student,175.0,422.32,1
295.18,Credit,Dallas,Branch,66.0,Doctor,30.999999999999996,12961.53,1
18.46,Debit,Charlotte,Branch,68.0,Retired,213.0,6381.6,1
603.23,Debit,Detroit,Branch,28.0,Student,48.0,117.98000000000002,1
54.5,Credit,Philadelphia,Branch,57.0,Retired,147.0,1715.22,0
414.77,Debit,San Francisco,Online,29.0,Doctor,274.0,5599.81,0
886.19,Debit,Colorado Springs,Branch,61.0,Retired,69.00000000000001,7904.240000000001,1
440.03,Debit,San Jose,Online,49.0,Engineer,88.0,1490.44,0
35.46,Debit,Nashville,ATM,56.0,Retired,285.0,1532.72,0
76.39,Debit,Denver,Branch,18.0,Student,219.0,5976.0,1
595.91,Credit,San Antonio,ATM,19.0,Student,162.0,1673.76,0
6.03,Debit,Chicago,Branch,76.0,Retired,70.0,3290.72,1
249.34,Debit,Charlotte,ATM,26.0,Engineer,197.0,3030.97,1
421.52,Debit,San Jose,Branch,20.0,Student,67.0,369.86,0
189.77,Debit,Raleigh,Branch,58.0,Engineer,24.0,6570.36,0
73.19,Debit,Atlanta,Branch,76.0,Retired,213.0,2264.98,1
188.13,Credit,Jacksonville,Online,75.0,Retired,198.0,5029.87,1
30.52,Debit,Jacksonville,Branch,62.0,Doctor,122.0,12327.74,1
913.49125,Credit,San Jose,Branch,20.0,Student,118.0,420.25,0
913.49125,Debit,Oklahoma City,Online,41.0,Doctor,150.0,6499.53,0
170.24,Debit,San Francisco,Branch,62.0,Retired,133.0,5172.99,0
56.62,Debit,Austin,Branch,54.0,Doctor,121.0,8981.1,1
53.14,Debit,Las Vegas,ATM,34.0,Doctor,70.0,7914.999999999999,1
587.23,Debit,Omaha,Online,27.0,Student,144.0,500.84,0
146.15,Debit,Phoenix,Branch,43.0,Doctor,75.0,13784.4,0
21.27,Credit,Indianapolis,Online,62.0,Retired,114.0,7392.79,1
913.49125,Credit,Austin,ATM,26.0,Student,144.0,1134.79,1
76.02,Credit,Albuquerque,Online,34.0,Doctor,189.0,14765.41,1
170.19,Credit,Los Angeles,Branch,27.0,Student,156.0,745.87,1
155.51,Debit,Raleigh,ATM,68.0,Doctor,15.0,5360.19,0
135.15,Debit,Colorado Springs,Online,72.0,Retired,50.00000000000001,5878.14,1
39.48,Debit,Omaha,ATM,56.0,Retired,37.99999999999999,5889.51,0
451.68,Debit,Houston,Online,33.0,Engineer,15.0,4381.54,1
19.11,Credit,Colorado Springs,Online,49.0,Engineer,160.0,8478.46,1
355.0,Credit,Fort Worth,Online,26.0,Student,33.0,185.47,1
427.69,Debit,Raleigh,ATM,43.0,Engineer,236.0,2443.54,0
254.86,Debit,Boston,Branch,23.0,Student,102.0,699.8999999999999,1
19.48,Debit,Dallas,ATM,27.0,Engineer,114.0,4739.59,1
190.17,Debit,Baltimore,ATM,49.0,Doctor,265.0,12893.85,1
91.38,Debit,Jacksonville,ATM,65.0,Retired,179.0,2402.58,1
206.63,Credit,Oklahoma City,Online,59.0,Retired,128.0,7626.53,0
93.22,Debit,Charlotte,Online,52.0,Retired,52.00000000000001,1014.6300000000001,1
547.98,Debit,Oklahoma City,ATM,28.0,Student,171.0,1358.54,0
641.06,Debit,Colorado Springs,ATM,23.0,Student,25.000000000000004,1602.13,1
314.55,Credit,Dallas,Branch,27.0,Student,18.999999999999996,1105.89,1
836.45,Debit,Virginia Beach,Online,61.0,Retired,63.0,1731.89,0
913.49125,Debit,San Francisco,ATM,29.0,Engineer,52.00000000000001,8692.47,0
189.45,Credit,Boston,Branch,53.0,Doctor,61.99999999999999,12578.75,1
91.84,Credit,Mesa,Branch,67.0,Retired,80.0,1712.41,0
609.52,Debit,Washington,ATM,78.0,Retired,169.0,3485.03,0
859.3,Credit,Colorado Springs,Branch,78.0,Retired,68.00000000000001,1146.78,1
100.01,Debit,Philadelphia,ATM,50.0,Doctor,63.0,6393.12,0
28.78,Credit,Tucson,Online,40.0,Doctor,51.00000000000001,680.5499999999998,0
111.08,Debit,Chicago,Online,70.0,Doctor,83.0,7037.34,1
470.9599999999999,Credit,Indianapolis,Online,69.0,Doctor,123.99999999999999,12991.03,1
52.23,Credit,San Francisco,Branch,28.0,Student,96.0,105.01,0
78.62,Debit,Oklahoma City,Branch,32.0,Doctor,52.00000000000001,1360.85,0
47.79,Debit,Denver,Branch,25.0,Student,37.0,1649.92,1
333.97,Debit,Fresno,Branch,52.0,Doctor,45.0,5237.36,1
30.869999999999997,Debit,Fresno,ATM,33.0,Doctor,295.0,14348.65,1
710.43,Debit,San Diego,Online,67.0,Retired,115.0,5625.55,0
220.23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,3438.02,0
27.28,Debit,Atlanta,ATM,29.0,Doctor,96.0,10668.24,1
101.52,Debit,Tucson,ATM,49.0,Engineer,98.0,2018.9000000000003,0
162.65,Debit,New York,ATM,59.0,Engineer,147.0,9500.95,0
10.52,Debit,Kansas City,ATM,55.0,Retired,30.0,2472.99,1
270.72,Debit,Los Angeles,Branch,38.0,Doctor,37.0,6522.47,1
202.34,Debit,New York,Online,20.0,Student,134.0,1223.45,0
247.58,Debit,San Antonio,ATM,39.0,Engineer,151.99999999999997,778.74,0
686.17,Debit,Denver,ATM,61.0,Retired,96.0,2246.15,1
359.65,Credit,Jacksonville,Online,25.0,Student,289.0,219.53,1
109.91,Debit,Seattle,Branch,38.0,Doctor,90.0,12896.06,0
215.72,Credit,Columbus,Branch,30.0,Engineer,137.0,8697.11,1
490.76,Debit,Columbus,Online,66.0,Retired,156.0,6414.11,1
224.28,Debit,Chicago,Online,64.0,Retired,68.00000000000001,5767.51,1
614.03,Debit,Dallas,ATM,68.0,Retired,51.00000000000001,2815.86,1
608.79,Debit,Fort Worth,Online,55.0,Engineer,157.0,2991.17,1
186.55,Debit,Philadelphia,Branch,48.0,Engineer,288.0,224.65,0
840.16,Credit,Colorado Springs,Branch,20.0,Student,68.00000000000001,1236.76,1
203.34,Debit,Phoenix,ATM,60.0,Doctor,66.0,13586.99,0
90.88,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,7117.35,1
60.11,Credit,Albuquerque,Branch,61.0,Retired,122.0,7235.87,1
393.92,Debit,Memphis,Branch,72.0,Retired,47.0,7318.64,0
19.39,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,9847.6,1
557.41,Credit,Washington,Online,80.0,Retired,49.0,2968.75,0
57.07,Credit,Boston,Online,31.0,Doctor,99.0,9323.71,1
395.27,Credit,Miami,Online,18.0,Student,167.0,1764.08,0
289.05,Debit,New York,ATM,75.0,Retired,116.00000000000001,5683.49,0
46.11,Debit,San Francisco,Online,33.0,Doctor,233.0,5225.73,0
335.5,Debit,Sacramento,ATM,63.0,Retired,47.0,6445.4,0
388.07,Debit,Seattle,Online,24.0,Student,68.00000000000001,289.71,0
520.86,Credit,Sacramento,Online,51.0,Engineer,66.0,9200.74,0
787.41,Debit,Memphis,Online,25.0,Student,39.0,300.87,0
31.7,Credit,Raleigh,ATM,48.0,Doctor,121.0,743.8999999999999,0
22.3,Debit,Philadelphia,ATM,21.0,Student,90.0,1200.35,0
203.12,Debit,San Jose,ATM,56.0,Retired,181.0,1562.39,0
315.94,Credit,Raleigh,Branch,49.0,Doctor,172.0,7719.709999999999,0
192.23,Debit,Albuquerque,Online,54.0,Engineer,39.0,2610.67,1
913.49125,Debit,Oklahoma City,Online,66.0,Retired,51.00000000000001,2060.02,0
0.26,Debit,Oklahoma City,Online,20.0,Student,173.0,1833.67,0
210.77,Debit,Mesa,ATM,71.0,Retired,161.0,5396.65,0
406.65,Debit,Mesa,ATM,57.0,Doctor,107.0,12995.7,0
422.9,Debit,Tucson,ATM,40.0,Engineer,111.0,7616.43,0
20.62,Credit,Philadelphia,ATM,35.0,Doctor,225.0,12500.8,0
174.39,Debit,San Francisco,ATM,19.0,Student,36.0,1127.08,0
7.860000000000001,Credit,Sacramento,Branch,76.0,Retired,91.0,3621.98,0
61.980000000000004,Debit,Denver,Online,49.0,Engineer,44.0,5212.28,1
54.85,Credit,San Francisco,Branch,58.0,Retired,40.0,2727.45,0
204.7,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,5117.03,0
16.55,Debit,Tucson,Branch,26.0,Engineer,159.0,6089.79,0
91.32,Debit,Milwaukee,Branch,58.0,Engineer,77.0,2618.1,0
195.49,Debit,Memphis,ATM,31.0,Doctor,212.0,11988.12,0
49.62,Debit,Portland,ATM,55.0,Engineer,111.0,3841.4199999999996,0
487.16,Credit,Los Angeles,Branch,28.0,Student,84.00000000000001,321.21,1
405.6,Debit,Tucson,Online,37.0,Engineer,44.0,9754.73,0
512.95,Debit,Columbus,Branch,57.0,Engineer,143.0,9584.52,1
345.94,Debit,Portland,ATM,31.0,Doctor,163.0,7624.56,0
356.56,Debit,New York,Online,47.0,Engineer,52.00000000000001,2485.73,0
10.31,Debit,Louisville,Online,36.0,Engineer,280.0,2137.9,1
211.69,Debit,Atlanta,Branch,30.0,Doctor,111.0,6412.85,1
221.49,Credit,Oklahoma City,Branch,23.0,Student,196.0,707.25,0
278.23,Debit,Fresno,Online,48.0,Engineer,83.0,8300.54,1
116.88000000000001,Debit,Memphis,ATM,45.0,Doctor,263.0,7717.339999999999,0
328.77,Credit,San Diego,Online,39.0,Doctor,247.0,6967.03,0
77.53,Debit,Louisville,Branch,54.0,Retired,55.0,5158.6,1
421.74,Debit,San Jose,Online,67.0,Doctor,103.0,12031.14,0
313.69,Debit,Oklahoma City,Branch,73.0,Retired,151.99999999999997,7093.68,0
411.72,Debit,Washington,Branch,29.0,Doctor,153.0,8539.86,0
508.73,Debit,Chicago,Branch,59.0,Retired,89.0,7640.57,1
153.08,Debit,Omaha,ATM,24.0,Student,201.0,1292.21,0
23.01,Debit,Las Vegas,Branch,63.0,Retired,166.0,5958.75,1
69.28,Debit,Los Angeles,Online,25.0,Student,129.0,708.7399999999999,1
51.25,Credit,Austin,Branch,28.0,Student,66.0,1744.4,1
407.65,Debit,Denver,ATM,25.0,Student,263.0,273.78,1
459.25,Debit,Tucson,Branch,25.0,Student,59.00000000000001,130.76,0
301.56,Debit,Seattle,Branch,49.0,Doctor,118.0,10389.6,0
17.67,Debit,San Diego,Online,63.0,Doctor,91.0,1048.18,0
5.29,Credit,San Francisco,Online,32.0,Doctor,132.0,12896.68,0
401.37,Debit,Los Angeles,Branch,43.0,Engineer,251.0,8208.54,1
145.4,Debit,Tucson,Online,38.0,Engineer,24.0,5244.49,0
556.34,Debit,Seattle,Online,37.0,Doctor,45.99999999999999,11935.14,0
34.31,Debit,Philadelphia,ATM,24.0,Student,251.0,1484.76,0
780.59,Credit,Tucson,Online,23.0,Student,145.0,6513.34,0
282.65,Debit,Fort Worth,ATM,35.0,Doctor,161.0,13801.15,1
305.27,Debit,Las Vegas,Online,68.0,Doctor,147.0,12958.65,1
185.81,Debit,Austin,Online,32.0,Doctor,116.00000000000001,9588.71,1
66.01,Debit,Milwaukee,Online,49.0,Engineer,179.0,3475.99,0
447.95,Debit,Tucson,Branch,29.0,Engineer,75.0,7544.399999999999,0
279.3,Debit,Oklahoma City,ATM,19.0,Student,48.0,1193.61,0
26.75,Debit,Indianapolis,Online,33.0,Doctor,26.999999999999996,12063.77,1
611.15,Debit,Detroit,ATM,27.0,Student,121.0,892.8299999999999,1
275.2,Debit,New York,Online,54.0,Engineer,81.0,1230.12,0
427.79,Debit,San Jose,Branch,18.0,Student,189.0,1479.67,0
469.12999999999994,Credit,San Antonio,ATM,54.0,Doctor,139.0,1265.28,0
102.81,Debit,Seattle,Branch,76.0,Retired,47.0,3228.87,0
22.61,Debit,Seattle,Online,19.0,Student,145.0,1111.67,0
68.28,Debit,Boston,Online,56.0,Engineer,293.0,3213.16,1
33.65,Credit,New York,Online,63.0,Doctor,146.0,12719.93,0
362.68,Credit,Miami,ATM,63.0,Retired,137.0,2040.77,0
73.23,Debit,San Francisco,Branch,20.0,Student,172.0,1309.85,0
654.49,Credit,Austin,Online,25.0,Student,104.0,164.61,1
18.56,Credit,Memphis,Branch,49.0,Engineer,161.0,4230.37,0
389.05,Debit,Dallas,ATM,27.0,Student,41.0,761.0,1
7.379999999999999,Debit,Houston,Online,67.0,Retired,105.0,2923.83,1
109.48,Debit,Baltimore,Online,61.0,Retired,93.0,7372.47,1
66.91,Debit,Seattle,ATM,39.0,Doctor,85.0,871.1,0
335.48,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,3023.16,0
38.14,Debit,Albuquerque,Online,19.0,Student,174.0,1119.21,1
913.49125,Debit,Detroit,Branch,60.0,Doctor,173.0,11833.73,1
360.02,Debit,Dallas,Online,68.0,Retired,68.00000000000001,6400.59,1
567.71,Debit,Memphis,Online,63.0,Doctor,80.0,13884.24,0
218.19,Debit,Austin,ATM,19.0,Student,185.0,620.83,1
209.99,Debit,Denver,ATM,19.0,Student,40.0,1938.0100000000002,1
11.02,Debit,Tucson,Branch,19.0,Student,280.0,964.79,0
83.43,Debit,New York,Online,56.0,Retired,109.0,1870.16,0
344.97,Debit,Austin,Online,34.0,Doctor,106.0,5577.94,1
172.29,Debit,El Paso,ATM,36.0,Engineer,283.0,8700.8,1
195.54,Debit,Omaha,Online,60.0,Retired,255.0,2794.66,0
101.23,Debit,Colorado Springs,Online,45.0,Engineer,87.0,6169.71,1
180.46,Debit,Fresno,ATM,25.0,Student,34.0,831.7499999999999,1
692.55,Debit,Charlotte,Branch,53.0,Retired,109.0,2451.56,1
147.31,Credit,Mesa,Online,34.0,Doctor,91.99999999999999,13625.52,0
107.48,Debit,Los Angeles,Branch,20.0,Student,103.0,1379.39,1
913.49125,Credit,Columbus,Online,62.0,Doctor,83.0,11498.01,1
81.51,Debit,Washington,Branch,25.0,Student,97.0,865.4899999999999,0
365.48,Credit,Seattle,Online,76.0,Retired,215.99999999999997,7147.4,0
491.09999999999997,Credit,Houston,Online,35.0,Engineer,125.0,7833.85,1
452.8,Debit,Los Angeles,Branch,80.0,Retired,151.0,4840.67,1
645.04,Debit,Memphis,Branch,70.0,Retired,78.0,7361.47,0
169.28,Debit,Philadelphia,Branch,45.0,Doctor,114.0,5128.44,0
88.42,Debit,El Paso,ATM,62.0,Doctor,91.0,12381.45,1
155.53,Debit,Baltimore,ATM,29.0,Engineer,66.0,4008.05,1
913.49125,Debit,Milwaukee,Online,43.0,Engineer,300.0,3493.13,0
39.24,Debit,Dallas,ATM,77.0,Retired,106.0,6462.41,1
152.01,Debit,Fort Worth,ATM,42.0,Engineer,111.0,4625.12,1
78.77,Credit,Las Vegas,ATM,48.0,Engineer,50.00000000000001,6470.57,1
26.5,Debit,Indianapolis,Online,48.0,Engineer,179.0,4854.83,1
83.62,Debit,Raleigh,ATM,48.0,Doctor,146.0,12652.22,0
142.78,Debit,San Diego,Branch,68.0,Doctor,150.0,11705.88,0
55.99,Debit,El Paso,ATM,35.0,Doctor,95.0,932.61,1
774.48,Debit,Louisville,Branch,61.0,Doctor,30.999999999999996,11613.58,1
105.37,Debit,Sacramento,ATM,25.0,Student,160.0,1068.55,0
118.83,Debit,Virginia Beach,Online,28.0,Student,295.0,1616.3,0
46.22,Debit,San Jose,Branch,23.0,Student,217.0,471.2799999999999,0
659.71,Credit,San Jose,Branch,21.0,Student,148.0,106.86,0
377.97,Debit,Miami,Online,72.0,Retired,160.0,2457.1,0
114.1,Debit,Boston,Branch,69.0,Retired,148.0,5882.12,1
11.3,Credit,Louisville,Online,55.0,Retired,41.0,1938.99,1
95.5,Debit,Omaha,Online,57.0,Retired,17.0,4079.09,0
130.93,Credit,Houston,Branch,28.0,Engineer,149.0,860.1199999999999,1
272.97,Debit,Boston,Online,68.0,Retired,174.0,7811.310000000001,1
73.35,Debit,San Francisco,Branch,24.0,Student,47.0,1181.84,0
29.94,Debit,San Francisco,ATM,58.0,Doctor,243.0,10915.54,0
307.24,Debit,San Jose,ATM,19.0,Student,136.0,1670.72,0
50.52,Debit,Boston,Online,20.0,Student,140.0,1121.19,1
820.46,Credit,Fort Worth,Online,53.0,Engineer,243.0,5621.86,1
153.07,Debit,Detroit,ATM,56.0,Engineer,116.00000000000001,8873.43,1
52.94,Debit,Tucson,Branch,41.0,Doctor,146.0,6990.92,0
384.41,Debit,Jacksonville,ATM,60.0,Engineer,65.0,7831.56,1
235.42,Debit,Phoenix,Branch,51.0,Retired,175.0,6173.23,0
114.23000000000002,Debit,Dallas,ATM,56.0,Doctor,64.0,9523.72,1
